Timestamp,Source_Country,Target_Country,Source_IP,Target_IP,Attack_Type,Port,Severity,Attack_Duration_Seconds,Year,Month,Hour,Date
2020-04-19,Brazil,Poland,221.200.161.126,68.202.154.168,DDoS,22,Medium,2366,2020,4,0,2020-04-19
2024-10-31,Canada,Turkey,41.19.213.41,3.108.122.9,Malware,22,High,2808,2024,10,0,2024-10-31
2017-06-18,Germany,Poland,85.89.42.120,160.195.4.6,Phishing,3389,High,1698,2017,6,0,2017-06-18
2015-12-26,Germany,India,23.203.33.20,73.26.130.194,Phishing,53,High,1800,2015,12,0,2015-12-26
2023-01-26,Russia,Sweden,153.90.104.180,114.85.86.131,Brute Force,8080,Critical,1243,2023,1,0,2023-01-26
2019-09-16,China,Mexico,12.160.161.202,35.114.59.38,Malware,80,High,3510,2019,9,0,2019-09-16
2015-10-08,Russia,Mexico,196.143.51.6,33.121.143.203,Port Scan,21,Medium,2814,2015,10,0,2015-10-08
2023-12-11,Germany,Canada,91.197.69.210,202.100.142.194,Port Scan,53,High,2003,2023,12,0,2023-12-11
2020-03-02,USA,Canada,220.163.123.214,45.48.172.118,Port Scan,53,Critical,2775,2020,3,0,2020-03-02
2023-12-11,Netherlands,Netherlands,162.191.196.146,165.243.29.227,DDoS,8080,Critical,3241,2023,12,0,2023-12-11
2016-10-28,China,Italy,233.115.154.234,245.84.213.162,Brute Force,443,Critical,1616,2016,10,0,2016-10-28
2015-04-03,China,Turkey,214.111.225.61,187.113.117.43,DDoS,53,Low,2120,2015,4,0,2015-04-03
2016-11-02,India,Indonesia,107.78.95.74,161.19.8.159,Phishing,3389,Medium,1599,2016,11,0,2016-11-02
2020-05-23,South Korea,Poland,243.216.213.48,11.8.153.113,Malware,25,Medium,990,2020,5,0,2020-05-23
2015-03-02,USA,Brazil,200.96.31.34,148.38.135.117,Ransomware,22,Medium,456,2015,3,0,2015-03-02
2022-05-05,Russia,India,87.217.135.83,205.167.235.74,SQL Injection,22,Low,3147,2022,5,0,2022-05-05
2023-07-20,Poland,UK,135.47.136.206,72.106.118.235,Malware,25,High,1287,2023,7,0,2023-07-20
2024-07-06,China,China,129.125.77.3,20.209.11.144,Port Scan,22,High,1493,2024,7,0,2024-07-06
2017-10-25,Russia,USA,181.92.166.179,229.42.224.90,Malware,21,High,610,2017,10,0,2017-10-25
2019-01-29,Mexico,Australia,143.100.245.127,250.52.165.52,Port Scan,25,Medium,2645,2019,1,0,2019-01-29
2016-08-26,USA,South Korea,195.192.68.133,137.163.195.95,Brute Force,21,Medium,2885,2016,8,0,2016-08-26
2016-11-12,India,France,242.90.89.10,234.135.2.25,DDoS,3389,High,1842,2016,11,0,2016-11-12
2022-01-25,Brazil,USA,8.12.64.118,232.76.94.246,Port Scan,443,High,939,2022,1,0,2022-01-25
2018-11-29,Russia,Australia,250.59.195.219,94.221.41.203,SQL Injection,5432,High,2938,2018,11,0,2018-11-29
2022-11-25,Russia,China,50.151.40.122,243.180.87.81,Malware,25,Low,2833,2022,11,0,2022-11-25
2024-10-24,USA,South Korea,97.206.127.246,205.225.193.124,Malware,53,Medium,1685,2024,10,0,2024-10-24
2022-05-16,Russia,Turkey,87.223.77.121,232.77.38.195,DDoS,21,Low,2566,2022,5,0,2022-05-16
2021-03-30,USA,Russia,204.227.146.149,208.42.199.182,DDoS,22,Low,1645,2021,3,0,2021-03-30
2016-06-07,Australia,UK,237.111.234.129,245.195.78.64,Port Scan,21,High,1223,2016,6,0,2016-06-07
2021-07-21,Brazil,Australia,253.166.41.170,208.132.159.125,SQL Injection,3306,Medium,2891,2021,7,0,2021-07-21
2023-07-15,Brazil,France,239.137.23.78,141.27.59.65,SQL Injection,80,Critical,3410,2023,7,0,2023-07-15
2022-02-06,Italy,Sweden,11.71.159.216,192.25.37.242,Port Scan,443,High,2086,2022,2,0,2022-02-06
2020-05-22,France,Australia,26.30.162.174,236.203.201.124,Phishing,53,High,2367,2020,5,0,2020-05-22
2018-01-06,USA,Russia,102.69.133.189,71.142.94.152,Port Scan,3389,Low,2688,2018,1,0,2018-01-06
2019-10-20,Indonesia,Turkey,211.243.166.156,253.67.176.254,Brute Force,25,Low,140,2019,10,0,2019-10-20
2020-01-11,China,Japan,154.61.106.23,103.91.193.166,Port Scan,8080,High,3320,2020,1,0,2020-01-11
2023-08-11,USA,South Korea,174.113.30.67,90.70.59.234,Phishing,22,Critical,2966,2023,8,0,2023-08-11
2022-10-12,Canada,Germany,220.161.234.131,12.182.51.166,Phishing,22,Low,1795,2022,10,0,2022-10-12
2021-04-15,India,USA,197.121.83.170,174.227.10.9,Port Scan,3306,High,1683,2021,4,0,2021-04-15
2020-09-25,Brazil,Australia,62.186.57.240,87.94.253.52,Port Scan,22,Low,427,2020,9,0,2020-09-25
2018-02-18,China,India,1.102.201.188,179.22.239.73,Port Scan,53,High,2903,2018,2,0,2018-02-18
2021-03-11,Germany,Mexico,69.59.46.106,83.72.118.68,DDoS,22,High,2018,2021,3,0,2021-03-11
2021-04-05,Russia,Italy,34.101.97.153,5.83.238.210,SQL Injection,53,Low,1219,2021,4,0,2021-04-05
2017-12-15,Netherlands,Canada,170.29.250.153,121.157.211.6,Port Scan,3306,High,215,2017,12,0,2017-12-15
2021-07-25,China,France,182.123.73.254,69.58.43.248,DDoS,25,Critical,1913,2021,7,0,2021-07-25
2015-04-17,Italy,India,195.143.4.237,197.251.72.91,Port Scan,25,High,2693,2015,4,0,2015-04-17
2022-11-18,Germany,China,38.20.113.23,37.235.58.237,Port Scan,22,Medium,541,2022,11,0,2022-11-18
2015-02-17,Mexico,Australia,165.190.111.136,230.127.37.210,DDoS,5432,Low,2924,2015,2,0,2015-02-17
2024-12-23,South Korea,China,249.165.248.45,154.170.16.150,DDoS,80,Critical,2437,2024,12,0,2024-12-23
2015-12-03,Japan,Netherlands,97.33.135.22,110.151.175.195,Phishing,5432,High,1453,2015,12,0,2015-12-03
2017-11-15,Russia,Russia,133.238.15.21,131.12.23.111,Phishing,443,Medium,1718,2017,11,0,2017-11-15
2022-10-22,China,South Korea,126.89.17.56,139.234.52.239,Brute Force,21,Medium,2200,2022,10,0,2022-10-22
2018-07-04,China,Poland,50.135.118.122,178.185.192.127,DDoS,3306,Critical,3175,2018,7,0,2018-07-04
2020-08-17,Spain,France,50.60.125.211,174.29.121.198,DDoS,8080,High,1429,2020,8,0,2020-08-17
2016-09-16,Mexico,UK,116.135.168.173,174.144.226.179,DDoS,25,Low,1312,2016,9,0,2016-09-16
2020-03-05,Brazil,USA,187.242.88.203,101.11.139.191,SQL Injection,5432,Low,747,2020,3,0,2020-03-05
2018-06-30,USA,Australia,105.55.64.193,181.253.89.58,Phishing,443,Critical,2181,2018,6,0,2018-06-30
2019-09-12,Brazil,India,182.96.168.181,19.160.50.122,Port Scan,21,High,3518,2019,9,0,2019-09-12
2022-07-29,UK,Netherlands,44.191.130.207,72.55.204.169,Malware,80,Low,3474,2022,7,0,2022-07-29
2015-10-30,India,Brazil,149.216.50.209,99.70.149.117,Phishing,3306,High,2790,2015,10,0,2015-10-30
2016-09-30,Australia,Turkey,111.180.244.137,26.248.129.209,XSS,21,Medium,3107,2016,9,0,2016-09-30
2015-02-25,Sweden,China,99.148.211.146,227.155.178.114,DDoS,5432,High,2640,2015,2,0,2015-02-25
2016-12-26,China,Australia,84.30.232.65,194.228.65.10,DDoS,443,Medium,2915,2016,12,0,2016-12-26
2016-06-09,India,USA,24.216.175.211,95.121.126.37,Port Scan,5432,Medium,754,2016,6,0,2016-06-09
2016-04-18,Brazil,Australia,222.90.106.172,69.41.174.245,DDoS,443,Low,2392,2016,4,0,2016-04-18
2015-01-28,Russia,Australia,252.230.157.77,205.45.123.126,Brute Force,5432,Medium,484,2015,1,0,2015-01-28
2020-10-26,China,Australia,68.109.145.254,216.27.193.241,Port Scan,80,Low,3593,2020,10,0,2020-10-26
2024-01-01,USA,Poland,97.133.92.88,84.136.195.49,SQL Injection,443,Low,388,2024,1,0,2024-01-01
2024-06-19,Italy,Turkey,209.50.103.112,96.251.236.121,Port Scan,3389,Low,1789,2024,6,0,2024-06-19
2015-12-31,Brazil,Sweden,168.236.46.179,249.217.217.114,DDoS,80,High,545,2015,12,0,2015-12-31
2022-06-06,India,Canada,11.12.141.64,14.62.43.155,DDoS,3389,High,2907,2022,6,0,2022-06-06
2016-06-09,Netherlands,Mexico,8.193.9.220,240.96.27.68,Port Scan,3389,Low,2966,2016,6,0,2016-06-09
2022-07-09,Canada,France,130.78.141.240,127.242.231.203,Phishing,3306,High,2747,2022,7,0,2022-07-09
2018-08-28,USA,South Korea,2.196.204.176,240.48.67.25,XSS,443,High,3083,2018,8,0,2018-08-28
2017-06-01,Germany,France,74.131.196.134,192.119.152.9,SQL Injection,443,Low,581,2017,6,0,2017-06-01
2017-10-27,Brazil,Sweden,87.5.242.131,136.231.95.249,SQL Injection,8080,Low,1162,2017,10,0,2017-10-27
2017-10-23,Australia,France,138.171.147.14,59.17.171.95,DDoS,53,High,131,2017,10,0,2017-10-23
2019-07-05,South Korea,Japan,149.124.43.28,196.132.101.136,Ransomware,22,Medium,3471,2019,7,0,2019-07-05
2017-07-07,Japan,UK,149.164.24.182,42.49.6.73,DDoS,5432,High,3323,2017,7,0,2017-07-07
2022-08-29,Russia,Spain,166.17.150.83,170.200.32.143,Brute Force,22,High,1659,2022,8,0,2022-08-29
2021-08-07,Australia,China,45.246.74.189,82.215.69.114,SQL Injection,53,Low,366,2021,8,0,2021-08-07
2019-11-10,USA,Canada,139.61.38.66,27.225.66.251,DDoS,21,High,421,2019,11,0,2019-11-10
2019-03-12,China,France,33.43.159.112,234.230.187.156,SQL Injection,3306,Medium,424,2019,3,0,2019-03-12
2024-02-28,Russia,Mexico,35.37.175.239,152.51.149.159,XSS,80,Medium,1809,2024,2,0,2024-02-28
2024-10-17,USA,Italy,100.23.164.168,75.50.92.112,Port Scan,80,High,1779,2024,10,0,2024-10-17
2022-10-24,China,Russia,231.218.89.209,168.68.235.106,Port Scan,25,High,2210,2022,10,0,2022-10-24
2022-08-18,Mexico,Spain,15.165.237.132,144.76.86.227,DDoS,8080,Medium,95,2022,8,0,2022-08-18
2020-03-21,Indonesia,Italy,150.209.22.209,107.191.56.80,SQL Injection,3389,Low,1186,2020,3,0,2020-03-21
2023-06-14,Russia,China,206.78.145.72,24.227.28.121,DDoS,443,High,835,2023,6,0,2023-06-14
2018-04-30,China,Poland,98.90.109.94,234.93.85.112,Malware,443,Critical,1820,2018,4,0,2018-04-30
2019-07-13,Russia,Australia,214.80.94.80,122.89.231.31,Brute Force,3306,Critical,3433,2019,7,0,2019-07-13
2016-04-29,Russia,Sweden,38.246.152.228,143.111.42.227,Brute Force,8080,Medium,3301,2016,4,0,2016-04-29
2020-09-06,USA,Brazil,227.134.196.210,102.250.50.214,DDoS,5432,Low,1140,2020,9,0,2020-09-06
2016-12-14,Turkey,Russia,134.26.101.219,124.133.176.13,SQL Injection,22,Critical,2269,2016,12,0,2016-12-14
2017-11-28,China,India,169.75.38.254,32.195.254.79,DDoS,22,Medium,463,2017,11,0,2017-11-28
2020-05-30,Brazil,Russia,208.83.171.181,247.219.244.91,SQL Injection,3389,Low,931,2020,5,0,2020-05-30
2018-07-20,USA,Italy,143.218.56.105,158.6.25.156,Malware,53,Medium,681,2018,7,0,2018-07-20
2018-06-08,Spain,Poland,184.31.211.185,190.150.68.143,SQL Injection,21,Low,3387,2018,6,0,2018-06-08
2020-11-03,South Korea,China,179.152.58.73,26.191.18.73,Ransomware,5432,Medium,1354,2020,11,0,2020-11-03
2024-09-15,Indonesia,Australia,215.132.10.191,191.62.244.68,Malware,8080,Medium,657,2024,9,0,2024-09-15
2015-05-06,Australia,India,73.211.15.243,48.178.63.197,Port Scan,5432,Critical,2334,2015,5,0,2015-05-06
2022-10-30,Russia,Turkey,98.234.63.19,237.134.186.246,Phishing,3306,High,1206,2022,10,0,2022-10-30
2016-06-20,China,Spain,113.63.116.184,51.12.223.175,DDoS,443,Medium,2868,2016,6,0,2016-06-20
2021-01-01,Japan,South Korea,21.162.243.145,126.9.7.157,Port Scan,25,High,456,2021,1,0,2021-01-01
2024-11-05,Russia,Russia,146.81.66.179,206.179.212.240,DDoS,8080,High,919,2024,11,0,2024-11-05
2023-12-28,Germany,Brazil,65.43.57.138,183.224.187.184,Brute Force,8080,Critical,275,2023,12,0,2023-12-28
2020-09-03,USA,Germany,37.176.120.69,150.228.236.146,Port Scan,443,Low,2085,2020,9,0,2020-09-03
2019-05-23,USA,Netherlands,56.119.204.164,58.40.241.89,Phishing,25,High,2491,2019,5,0,2019-05-23
2024-06-27,Germany,UK,159.55.38.243,31.184.163.26,Malware,80,Medium,875,2024,6,0,2024-06-27
2015-03-08,Germany,Italy,201.236.218.15,196.106.240.84,Malware,8080,High,3108,2015,3,0,2015-03-08
2015-08-21,Canada,Sweden,144.77.217.222,162.76.144.123,Malware,5432,High,68,2015,8,0,2015-08-21
2020-11-26,USA,Canada,53.184.7.185,42.133.61.44,Port Scan,443,Low,1434,2020,11,0,2020-11-26
2018-03-15,India,USA,55.52.4.43,35.108.91.128,Phishing,22,High,2031,2018,3,0,2018-03-15
2020-11-28,China,India,40.230.121.30,1.226.43.32,SQL Injection,53,High,360,2020,11,0,2020-11-28
2021-03-25,USA,Mexico,138.222.103.7,236.103.191.33,SQL Injection,53,Medium,3193,2021,3,0,2021-03-25
2015-04-21,Brazil,Spain,164.163.216.167,95.252.205.109,DDoS,3306,Low,2765,2015,4,0,2015-04-21
2019-02-02,China,Japan,164.109.20.49,66.30.10.23,Port Scan,80,Medium,948,2019,2,0,2019-02-02
2020-09-12,China,Turkey,96.59.231.177,97.39.173.248,Brute Force,3389,High,2530,2020,9,0,2020-09-12
2016-09-14,Russia,Italy,90.26.36.171,123.157.158.162,Port Scan,8080,Medium,2337,2016,9,0,2016-09-14
2024-06-02,China,UK,126.227.43.99,180.103.209.22,Port Scan,53,Critical,1902,2024,6,0,2024-06-02
2022-08-27,USA,Australia,204.33.100.206,5.139.214.160,DDoS,3306,Medium,2138,2022,8,0,2022-08-27
2022-03-27,USA,Germany,97.238.173.45,152.139.139.145,DDoS,53,Medium,2260,2022,3,0,2022-03-27
2024-12-04,China,Netherlands,88.143.95.17,160.83.155.32,DDoS,53,High,575,2024,12,0,2024-12-04
2021-10-08,USA,India,140.254.22.151,61.25.64.192,SQL Injection,3306,Medium,1096,2021,10,0,2021-10-08
2022-04-14,UK,Japan,90.78.140.114,156.168.244.91,Brute Force,22,High,2896,2022,4,0,2022-04-14
2019-03-22,Russia,Spain,68.251.110.179,142.42.249.39,Port Scan,3306,Medium,1989,2019,3,0,2019-03-22
2022-07-02,Russia,France,125.141.57.254,2.81.1.109,Port Scan,80,Low,290,2022,7,0,2022-07-02
2018-07-29,Russia,Spain,55.82.107.156,160.211.125.64,SQL Injection,21,High,2415,2018,7,0,2018-07-29
2024-04-14,France,Australia,102.233.172.147,206.159.186.82,Port Scan,3306,Low,2075,2024,4,0,2024-04-14
2019-10-28,Italy,South Korea,174.111.107.102,244.78.111.142,Brute Force,3306,Medium,2468,2019,10,0,2019-10-28
2024-08-15,Canada,Sweden,238.3.211.148,216.197.16.197,Port Scan,21,Low,2948,2024,8,0,2024-08-15
2020-05-29,South Korea,Sweden,25.75.253.184,54.141.124.80,SQL Injection,80,High,1386,2020,5,0,2020-05-29
2021-06-20,India,Mexico,209.61.252.123,79.159.197.149,SQL Injection,5432,Medium,1589,2021,6,0,2021-06-20
2017-05-26,Japan,Poland,241.55.163.206,127.158.23.38,Malware,21,Low,1778,2017,5,0,2017-05-26
2020-06-12,Germany,Italy,187.39.185.83,157.77.32.112,SQL Injection,443,Low,1479,2020,6,0,2020-06-12
2024-06-10,China,France,195.34.250.113,190.106.91.98,DDoS,21,Low,805,2024,6,0,2024-06-10
2018-08-05,China,South Korea,169.150.230.248,45.49.161.4,DDoS,5432,High,612,2018,8,0,2018-08-05
2018-12-31,Russia,Russia,27.149.169.31,146.198.64.156,Brute Force,5432,High,472,2018,12,0,2018-12-31
2022-06-02,Netherlands,Russia,155.165.194.182,108.121.186.219,Malware,3389,Critical,1970,2022,6,0,2022-06-02
2021-05-13,Germany,India,239.137.83.170,254.90.56.20,DDoS,443,Medium,369,2021,5,0,2021-05-13
2019-09-30,South Korea,Netherlands,164.10.187.40,77.220.162.241,Ransomware,3306,Low,3398,2019,9,0,2019-09-30
2019-05-25,Russia,Turkey,54.237.167.135,87.138.115.94,SQL Injection,22,Medium,410,2019,5,0,2019-05-25
2019-03-07,Brazil,Germany,4.143.204.176,150.133.245.172,SQL Injection,8080,Low,1626,2019,3,0,2019-03-07
2022-04-25,USA,Sweden,6.252.73.163,114.254.9.43,DDoS,25,High,3575,2022,4,0,2022-04-25
2022-01-07,China,Sweden,200.199.196.58,4.170.65.98,Malware,3389,Critical,3097,2022,1,0,2022-01-07
2024-05-14,Mexico,Netherlands,77.19.62.71,169.192.55.218,DDoS,25,Medium,161,2024,5,0,2024-05-14
2022-11-30,UK,China,138.25.172.250,146.144.87.174,Malware,21,Medium,3267,2022,11,0,2022-11-30
2024-08-18,Russia,Sweden,227.127.58.153,164.90.194.44,DDoS,25,Medium,1737,2024,8,0,2024-08-18
2021-07-25,Australia,Italy,221.120.204.243,244.5.29.126,Malware,80,Critical,3493,2021,7,0,2021-07-25
2019-06-19,China,Indonesia,111.168.76.244,4.239.99.214,DDoS,21,High,2726,2019,6,0,2019-06-19
2022-11-10,Poland,USA,70.252.138.66,49.200.236.85,DDoS,80,Critical,1758,2022,11,0,2022-11-10
2018-03-06,Russia,Poland,120.237.153.199,136.122.180.116,Port Scan,25,High,13,2018,3,0,2018-03-06
2017-01-28,Russia,Australia,232.87.240.139,197.149.155.166,DDoS,5432,High,3479,2017,1,0,2017-01-28
2023-01-25,Russia,France,122.164.49.48,133.85.61.136,SQL Injection,5432,Low,1987,2023,1,0,2023-01-25
2015-08-31,USA,Germany,115.87.251.235,86.18.132.4,Port Scan,3306,Critical,1879,2015,8,0,2015-08-31
2022-02-03,USA,Australia,7.219.77.179,165.127.143.166,XSS,25,High,3427,2022,2,0,2022-02-03
2017-11-29,France,UK,145.160.154.121,155.213.48.46,SQL Injection,22,High,3318,2017,11,0,2017-11-29
2015-08-17,Italy,Indonesia,124.150.141.125,46.48.187.246,SQL Injection,3306,Medium,2136,2015,8,0,2015-08-17
2022-02-08,Australia,Spain,12.71.1.161,120.132.203.19,DDoS,8080,Low,439,2022,2,0,2022-02-08
2017-07-08,USA,France,244.119.142.251,185.19.219.232,Port Scan,3389,Low,421,2017,7,0,2017-07-08
2018-05-31,Germany,Sweden,111.64.43.248,42.92.5.48,DDoS,25,Low,1676,2018,5,0,2018-05-31
2015-01-06,USA,Spain,186.41.209.196,153.195.26.74,Malware,21,Critical,3328,2015,1,0,2015-01-06
2024-04-16,USA,India,244.115.39.1,216.190.221.109,Port Scan,22,High,1300,2024,4,0,2024-04-16
2016-04-12,France,Japan,41.173.88.226,135.172.87.238,Malware,22,High,1031,2016,4,0,2016-04-12
2019-10-22,Germany,France,98.88.251.254,155.170.73.236,Port Scan,443,High,500,2019,10,0,2019-10-22
2015-03-16,USA,China,79.209.141.71,56.131.126.141,XSS,80,Medium,246,2015,3,0,2015-03-16
2015-01-04,USA,Netherlands,137.236.191.99,198.59.38.85,DDoS,22,Low,346,2015,1,0,2015-01-04
2020-02-14,Sweden,Mexico,151.182.175.167,83.217.231.196,DDoS,5432,Low,3276,2020,2,0,2020-02-14
2016-10-07,USA,UK,87.154.1.142,86.197.1.178,SQL Injection,8080,Critical,3554,2016,10,0,2016-10-07
2015-04-28,Brazil,Netherlands,224.243.112.74,209.201.137.128,Brute Force,443,Low,1776,2015,4,0,2015-04-28
2023-01-07,India,UK,65.69.67.177,53.88.138.84,Phishing,5432,High,480,2023,1,0,2023-01-07
2019-06-18,USA,Spain,50.58.53.91,209.77.29.36,DDoS,3389,High,1118,2019,6,0,2019-06-18
2021-12-26,China,Spain,115.118.57.86,215.27.146.18,SQL Injection,21,High,2946,2021,12,0,2021-12-26
2020-07-14,Russia,Australia,18.16.130.239,118.137.67.135,Brute Force,80,Critical,1334,2020,7,0,2020-07-14
2017-08-04,Canada,USA,13.173.80.200,58.207.30.73,DDoS,80,Low,2568,2017,8,0,2017-08-04
2022-03-06,India,USA,43.200.54.202,123.189.233.219,DDoS,21,High,1953,2022,3,0,2022-03-06
2019-01-04,France,Australia,247.225.159.204,228.82.223.17,Malware,25,High,2478,2019,1,0,2019-01-04
2015-07-13,Sweden,Sweden,137.229.73.48,246.181.134.39,Ransomware,53,Critical,170,2015,7,0,2015-07-13
2017-04-26,Canada,Italy,18.222.224.232,153.170.170.59,Phishing,53,Critical,119,2017,4,0,2017-04-26
2022-07-25,Brazil,Brazil,215.11.190.84,102.38.253.159,XSS,8080,Low,758,2022,7,0,2022-07-25
2018-11-16,Brazil,UK,19.100.116.90,243.157.104.9,DDoS,80,Medium,1758,2018,11,0,2018-11-16
2023-06-25,UK,Netherlands,74.24.13.125,1.208.102.87,SQL Injection,5432,Critical,2111,2023,6,0,2023-06-25
2018-12-29,France,Russia,116.174.181.226,123.200.47.76,Phishing,25,Medium,3189,2018,12,0,2018-12-29
2021-01-29,India,UK,157.164.71.243,10.144.175.43,Phishing,443,Medium,109,2021,1,0,2021-01-29
2024-03-25,France,Germany,222.126.145.176,152.231.136.75,Malware,8080,High,746,2024,3,0,2024-03-25
2019-07-27,USA,Netherlands,205.248.152.182,105.26.7.79,Brute Force,3306,High,1517,2019,7,0,2019-07-27
2021-07-01,Brazil,France,119.223.250.91,15.176.131.144,Port Scan,80,High,2765,2021,7,0,2021-07-01
2018-12-04,Russia,Germany,242.85.108.247,207.89.97.142,DDoS,3389,High,1624,2018,12,0,2018-12-04
2018-02-15,USA,South Korea,127.121.129.207,216.246.203.3,Port Scan,3389,High,417,2018,2,0,2018-02-15
2022-11-23,USA,Netherlands,195.6.78.183,73.198.31.119,Phishing,22,High,1349,2022,11,0,2022-11-23
2019-12-16,UK,Canada,38.161.116.102,208.75.242.17,DDoS,443,Critical,2940,2019,12,0,2019-12-16
2016-12-24,India,Mexico,8.218.207.78,177.3.123.211,Malware,80,Medium,3312,2016,12,0,2016-12-24
2015-08-13,China,Germany,112.148.55.48,216.55.111.234,DDoS,8080,Low,710,2015,8,0,2015-08-13
2016-06-15,India,USA,251.211.184.225,200.241.100.40,DDoS,3306,Medium,3588,2016,6,0,2016-06-15
2015-04-23,India,Poland,228.88.10.52,122.194.215.40,SQL Injection,443,Critical,618,2015,4,0,2015-04-23
2020-12-27,China,Australia,178.34.164.239,30.25.7.92,Malware,443,Low,252,2020,12,0,2020-12-27
2016-07-12,France,Germany,61.228.144.79,105.178.123.81,Port Scan,3389,High,3258,2016,7,0,2016-07-12
2020-08-10,Australia,Indonesia,18.71.175.86,96.1.91.172,Malware,3389,Medium,738,2020,8,0,2020-08-10
2020-11-07,Australia,Mexico,32.43.83.168,228.177.7.120,Port Scan,22,Critical,1437,2020,11,0,2020-11-07
2016-10-15,UK,UK,248.193.163.69,131.94.129.179,DDoS,22,Critical,2552,2016,10,0,2016-10-15
2015-11-16,India,Mexico,50.12.204.85,98.166.43.183,DDoS,80,High,2202,2015,11,0,2015-11-16
2019-04-23,USA,France,123.58.83.191,185.53.228.161,Phishing,22,Low,2272,2019,4,0,2019-04-23
2020-01-03,Russia,Turkey,201.235.177.112,235.208.190.102,Port Scan,25,Low,598,2020,1,0,2020-01-03
2020-04-01,USA,Japan,128.36.234.54,139.200.180.1,Brute Force,443,Low,1577,2020,4,0,2020-04-01
2015-05-19,Poland,Sweden,47.249.115.160,14.222.213.122,SQL Injection,80,Medium,2894,2015,5,0,2015-05-19
2024-10-22,USA,Mexico,227.223.124.181,21.34.230.218,Port Scan,25,Medium,1442,2024,10,0,2024-10-22
2022-12-02,China,China,247.160.190.165,105.14.246.168,Port Scan,3389,Medium,1509,2022,12,0,2022-12-02
2020-07-19,Italy,Brazil,96.107.120.101,122.163.170.82,DDoS,5432,Low,684,2020,7,0,2020-07-19
2021-04-25,Indonesia,China,103.166.158.186,148.60.137.233,SQL Injection,21,High,1921,2021,4,0,2021-04-25
2017-06-20,Canada,Brazil,32.237.66.179,115.252.237.33,SQL Injection,5432,High,1696,2017,6,0,2017-06-20
2016-11-20,USA,Indonesia,11.187.148.37,49.196.4.123,Malware,3389,Medium,2208,2016,11,0,2016-11-20
2020-08-01,USA,India,201.102.49.19,176.252.16.175,DDoS,8080,Critical,1075,2020,8,0,2020-08-01
2015-01-10,Brazil,Poland,183.168.7.133,26.70.37.150,Port Scan,8080,Low,1654,2015,1,0,2015-01-10
2015-09-18,USA,South Korea,239.42.88.176,234.231.7.170,DDoS,8080,Low,3352,2015,9,0,2015-09-18
2020-04-26,USA,Indonesia,233.135.11.201,30.74.121.207,Port Scan,443,Medium,2220,2020,4,0,2020-04-26
2019-08-01,India,South Korea,177.158.41.3,6.24.194.168,Port Scan,53,Critical,3029,2019,8,0,2019-08-01
2021-01-28,Indonesia,India,214.40.51.212,121.244.143.181,XSS,53,Medium,2380,2021,1,0,2021-01-28
2023-01-24,Russia,Turkey,32.48.71.252,85.210.133.89,Phishing,25,Critical,1620,2023,1,0,2023-01-24
2020-08-22,France,Mexico,199.148.89.109,36.202.243.174,Malware,3306,Medium,3365,2020,8,0,2020-08-22
2018-04-06,France,Turkey,35.108.152.40,151.88.45.253,Port Scan,22,High,1876,2018,4,0,2018-04-06
2019-06-08,China,Japan,205.52.112.39,10.54.70.205,DDoS,443,Medium,2114,2019,6,0,2019-06-08
2015-11-17,France,Australia,68.189.76.209,85.32.43.118,Port Scan,21,High,3342,2015,11,0,2015-11-17
2018-09-04,China,Spain,65.62.209.2,121.15.66.250,Port Scan,5432,Critical,3416,2018,9,0,2018-09-04
2019-06-25,USA,Spain,134.236.122.75,251.143.115.81,SQL Injection,25,Critical,2014,2019,6,0,2019-06-25
2021-07-04,Japan,France,245.171.210.40,20.178.6.79,Port Scan,53,High,271,2021,7,0,2021-07-04
2022-10-03,USA,India,89.167.28.238,125.145.120.26,Ransomware,443,Low,1085,2022,10,0,2022-10-03
2022-09-25,Sweden,Poland,80.63.192.140,22.201.64.204,XSS,8080,High,2737,2022,9,0,2022-09-25
2020-06-17,China,Spain,41.244.29.23,214.58.215.37,Port Scan,5432,High,1890,2020,6,0,2020-06-17
2023-02-06,UK,Japan,213.80.245.51,78.216.200.218,Phishing,22,Medium,629,2023,2,0,2023-02-06
2020-04-27,Brazil,UK,112.105.45.90,224.121.28.224,Phishing,25,High,1160,2020,4,0,2020-04-27
2024-11-30,USA,France,229.150.243.138,214.49.201.67,DDoS,21,Low,1002,2024,11,0,2024-11-30
2020-07-31,USA,Spain,135.201.89.238,217.103.126.204,Brute Force,3389,Low,2307,2020,7,0,2020-07-31
2024-07-22,UK,Spain,15.77.106.174,93.195.169.174,DDoS,3306,High,1280,2024,7,0,2024-07-22
2018-01-23,Australia,Canada,90.213.87.61,87.87.55.210,Malware,3389,Medium,2379,2018,1,0,2018-01-23
2019-05-24,Spain,Spain,108.220.61.51,139.228.154.200,Port Scan,21,Medium,3465,2019,5,0,2019-05-24
2021-06-23,India,France,166.12.216.77,220.210.13.164,Port Scan,21,Medium,2831,2021,6,0,2021-06-23
2015-08-24,Canada,Russia,232.112.66.182,234.232.128.236,SQL Injection,3389,High,1568,2015,8,0,2015-08-24
2020-05-23,Japan,Indonesia,167.204.167.115,64.51.76.22,Ransomware,22,High,1278,2020,5,0,2020-05-23
2015-11-30,South Korea,Russia,206.30.105.242,60.130.56.168,DDoS,25,Medium,2038,2015,11,0,2015-11-30
